Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
EVO,Evotec SE American Depositary Shares,$2.38,-0.05,-2.058%,211089390.00,Germany,2021,83311,Health Care,Biotechnology: Pharmaceutical Preparations
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),$8.72,0.48,5.825%,2575980563.00,Canada,,15396008,Basic Materials,Precious Metals
FER,Ferrovial SE Ordinary Shares,$63.04,1.40,2.271%,45354616686.00,Netherlands,,1398608,Industrials,Military/Government/Technical
FERG,Ferguson Enterprises Inc. Common Stock,$222.50,4.94,2.271%,43508975433.00,United Kingdom,2021,1012442,Miscellaneous,Miscellaneous
FLUT,Flutter Entertainment plc Ordinary Shares,$109.38,4.57,4.36%,19161310249.00,Ireland,2024,3312536,Technology,Computer Software: Programming Data Processing
FMS,Fresenius Medical Care AG American Depositary Shares (Each representing 1/2 of an Ordinary Share),$21.90,0.26,1.201%,12232853163.00,Germany,,555275,Health Care,Misc Health and Biotechnology Services
FMST,Foremost Clean Energy Ltd. Common Shares,$1.80,0.06,3.448%,26262684.00,Canada,,158142,Basic Materials,Other Metals and Minerals
FMSTW,Foremost Clean Energy Ltd. Warrant,$0.905,0.00,0.00%,13204294.00,Canada,,83,Basic Materials,Other Metals and Minerals
FNUC,Frontier Nuclear and Minerals Inc. Common Shares,$2.04,0.04,2.00%,36773589.00,Canada,2021,422479,Basic Materials,Other Metals and Minerals
FNV,Franco-Nevada Corporation,$226.85,4.31,1.937%,43736383280.00,Canada,,1355634,Basic Materials,Precious Metals
FSI,Flexible Solutions International Inc. Common Stock (CDA),$5.50,0.12,2.23%,70056239.00,Canada,2002,17244,Industrials,Major Chemicals
FSM,Fortuna Mining Corp. Common Shares,$9.08,0.51,5.951%,2771760673.00,Canada,,9024617,Basic Materials,Precious Metals
FSV,FirstService Corporation Common Shares,$137.51,3.26,2.428%,6320201755.00,Canada,,138671,Finance,Real Estate
GASS,StealthGas Inc. Common Stock,$9.11,0.02,0.22%,336875766.00,Greece,2005,232599,Consumer Discretionary,Marine Transportation
GAU,Galiano Gold Inc.,$2.27,0.09,4.128%,589724292.00,Canada,,5824858,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
GFL,GFL Environmental Inc. Subordinate voting shares no par value,$40.48,-0.27,-0.663%,14537337294.00,Canada,2020,1462657,Utilities,Environmental Services
GFR,Greenfire Resources Ltd. Common Shares,$6.81,-0.11,-1.59%,854164680.00,Canada,,209678,Energy,Oil & Gas Production
GHRS,GH Research PLC Ordinary Shares,$13.21,-0.76,-5.44%,819408308.00,Ireland,2021,293939,Health Care,Biotechnology: Pharmaceutical Preparations
GIB,CGI Inc. Common Stock,$73.92,1.12,1.538%,15874903524.00,Canada,,652884,Consumer Discretionary,Professional Services
GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock,$57.12,1.13,2.018%,10575882240.00,Canada,2000,1121256,Consumer Discretionary,Apparel
GITS,Global Interactive Technologies Inc. Common Stock,$2.49,-0.07,-2.734%,18725701.00,South Korea,2023,30151,Technology,Computer Software: Programming Data Processing
GLBS,Globus Maritime Limited Common Stock,$1.75,0.03,1.744%,37769027.00,Greece,,40375,Consumer Discretionary,Marine Transportation
GLOP^A,GasLog Partners LP 8.625% Series A Cumulative Redeemable Perpetual Fixed to Floating Rate Preference Units,$25.46,0.2583,1.025%,,Greece,,5110,,
GLOP^B,GasLog Partners LP 8.200% Series B Cumulative Redeemable Perpetual Fixed to Floating Rate Preference Units,$25.95,0.18,0.698%,,Greece,,6713,,
GLOP^C,GasLog Partners LP 8.500% Series C Cumulative Redeemable Perpetual Fixed to Floating Rate Preference Units,$25.35,0.03,0.118%,,Greece,,4666,,
GLPG,Galapagos NV American Depositary Shares,$31.90,-0.11,-0.344%,2102116565.00,Belgium,2015,99546,Health Care,Biotechnology: Pharmaceutical Preparations
GMAB,Genmab A/S ADS,$25.68,0.58,2.311%,16496423174.00,Denmark,2019,1319810,Health Care,Biotechnology: Pharmaceutical Preparations
GNTA,Genenta Science S.p.A. American Depositary Shares,$0.6655,0.0349,5.534%,15594118.00,Italy,2021,103949,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GP,GreenPower Motor Company Inc. Common Shares,$1.075,0.065,6.436%,5406488.00,Canada,,8652,Consumer Discretionary,Construction/Ag Equipment/Trucks
GRCE,Grace Therapeutics Inc. Common Stock,$4.43,0.01,0.226%,59436136.00,Canada,,200551,Health Care,Biotechnology: Pharmaceutical Preparations
GRFS,Grifols S.A. American Depositary Shares,$7.69,0.11,1.451%,5287297243.00,Spain,,718750,Health Care,Biotechnology: Pharmaceutical Preparations
GRMN,Garmin Ltd. Common Stock (Switzerland),$238.71,6.35,2.733%,45947098929.00,Switzerland,2000,810701,Industrials,Industrial Machinery/Components
GROY,Gold Royalty Corp. Common Shares,$3.21,0.06,1.905%,740842962.00,Canada,2021,3540393,Basic Materials,Precious Metals
GRVY,GRAVITY Co. Ltd. American Depository Shares,$62.40,1.40,2.295%,433611360.00,South Korea,2005,28788,Real Estate,Real Estate
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),$51.99,0.15,0.289%,106029058682.00,United Kingdom,2022,4333628,Health Care,Biotechnology: Pharmaceutical Preparations
GSL,Global Ship Lease Inc New Class A Common Shares,$38.23,0.43,1.138%,1373154468.00,United Kingdom,,367724,Consumer Discretionary,Marine Transportation
GSL^B,Global Ship Lease Inc. Depository Shares Representing 1/100th Perpetual Preferred Series B% (Marshall Island),$27.5902,0.0902,0.328%,,United Kingdom,,8668,,
GSM,Ferroglobe PLC Ordinary Shares,$3.83,0.105,2.819%,714777086.00,United Kingdom,,3002537,Basic Materials,Metal Mining
GTE,Gran Tierra Energy Inc. Common Stock,$8.08,-0.56,-6.481%,285214094.00,Canada,,942855,Energy,Oil & Gas Production
GTES,Gates Industrial Corporation plc Ordinary Shares,$22.78,1.04,4.784%,5782832823.00,United Kingdom,2018,2685873,Industrials,Industrial Machinery/Components
GTX,Garrett Motion Inc. Common Stock,$17.96,1.00,5.896%,3411880094.00,Switzerland,,2826416,Consumer Discretionary,Auto Parts:O.E.M.
GV,Visionary Holdings Inc. Common Shares,$0.336,-0.0202,-5.671%,1884069.00,Canada,2022,16310121,Real Estate,Other Consumer Services
HAVAR,Harvard Ave Acquisition Corporation Rights that convert on a 1/10th of 1 basis to Class A ordinary Shares,$0.13,-0.0001,-0.077%,0.00,South Korea,2025,1000,,
HAVAU,Harvard Ave Acquisition Corporation Unit,$10.12,0.00,0.00%,0.00,South Korea,2025,15,Finance,Blank Checks
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),$18.85,0.77,4.259%,7480530342.00,Canada,,6474336,Basic Materials,Metal Mining
HELP,Cybin Inc. Common Stock,$4.54,-0.08,-1.732%,227162509.00,Canada,,686226,Health Care,Biotechnology: Pharmaceutical Preparations
HITI,High Tide Inc. Common Shares,$2.27,0.03,1.339%,199528138.00,Canada,,506437,Consumer Discretionary,Other Specialty Stores
HIVE,HIVE Digital Technologies Ltd. Common Shares,$2.10,0.08,3.96%,523311510.00,Canada,,8621301,Finance,Finance: Consumer Services
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),$9.93,-0.14,-1.39%,44220630948.00,United Kingdom,2022,12398522,Consumer Discretionary,Package Goods/Cosmetics
HMC,Honda Motor Company Ltd. Common Stock,$24.74,0.62,2.57%,35844215604.00,Japan,,1383858,Industrials,Auto Manufacturing
HMR,Heidmar Maritime Holdings Corp. Common Stock,$0.9022,0.0321,3.689%,52474966.00,Greece,,56416,Consumer Discretionary,Marine Transportation
HSBC,HSBC Holdings plc. Common Stock,$79.83,2.88,3.743%,274219879605.00,United Kingdom,,2951371,Finance,Savings Institutions
HTCR,Heartcore Enterprises Inc. Common Stock,$0.236,0.0108,4.796%,5999074.00,Japan,2022,115827,Technology,EDP Services
HTOO,Fusion Fuel Green PLC Class A Ordinary Shares,$2.55,-0.06,-2.299%,7695497.00,Ireland,,36765,Energy,Industrial Machinery/Components
HYFT,MindWalk Holdings Corp. Common Stock,$1.20,0.04,3.448%,56054239.00,Canada,,118317,Health Care,Biotechnology: Pharmaceutical Preparations
IAG,Iamgold Corporation Ordinary Shares,$16.87,0.80,4.978%,9933056000.00,Canada,,11013527,Basic Materials,Precious Metals
IAUX,i-80 Gold Corp. Common Shares,$1.31,0.04,3.15%,1100533987.00,Canada,2022,29075073,Basic Materials,Precious Metals
ICLR,ICON plc Ordinary Shares,$100.35,0.65,0.652%,8103950901.00,Ireland,1998,802835,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ICON,Icon Energy Corp. Common stock,$0.91,-0.0158,-1.707%,2924803.00,Greece,2024,88662,Consumer Discretionary,Marine Transportation
IE,Ivanhoe Electric Inc. Common Stock,$11.31,0.02,0.177%,1770124130.00,Canada,2022,2110115,Basic Materials,Metal Mining
IFRX,InflaRx N.V. Common Stock,$0.9679,0.0279,2.968%,69972258.00,Germany,2017,213835,Health Care,Biotechnology: Pharmaceutical Preparations
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),$132.06,2.82,2.182%,19992775092.00,United Kingdom,,236010,Consumer Discretionary,Hotels/Resorts
IMAX,Imax Corporation Common Stock,$38.04,1.35,3.679%,2053894367.00,Canada,,1688694,Consumer Discretionary,Industrial Machinery/Components
IMCC,IM Cannabis Corp. Common Shares,$0.6468,0.0272,4.39%,3812764.00,Canada,,152190,Health Care, Medicinal Chemicals and Botanical Products 
IMCR,Immunocore Holdings plc American Depositary Shares,$30.35,0.44,1.471%,1459481301.00,United Kingdom,2021,270820,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMO,Imperial Oil Limited Common Stock,$126.52,-0.09,-0.071%,61184186360.00,Canada,1929,1154116,Energy,Integrated oil Companies
IMPP,Imperial Petroleum Inc. Common Shares,$4.46,0.10,2.294%,204039367.00,Greece,,786499,Consumer Discretionary,Marine Transportation
IMPPP,Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,$26.475,-0.225,-0.843%,1211197812.00,Greece,,527,Consumer Discretionary,Marine Transportation
IMTX,Immatics N.V. Ordinary Shares,$9.51,0.08,0.848%,1275258438.00,Germany,,438301,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INDV,Indivior Pharmaceuticals Inc. Common Stock,$29.39,0.09,0.307%,3666985010.00,United Kingdom,,4058793,Health Care,Biotechnology: Pharmaceutical Preparations
ING,ING Group N.V. Common Stock,$25.69,0.55,2.188%,74563624205.00,Netherlands,1997,4440758,Finance,Commercial Banks
INM,InMed Pharmaceuticals Inc. Common Shares,$0.761,-0.0566,-6.923%,2133986.00,Canada,,1284607,Health Care,Biotechnology: Pharmaceutical Preparations
IOBT,IO Biotech Inc. Common Stock,$0.209,0.0324,18.347%,15037308.00,Denmark,2021,1808031,Health Care,Biotechnology: Pharmaceutical Preparations
IPHA,Innate Pharma S.A. ADS,$1.37,0.20,17.094%,126255293.00,France,2019,63634,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ITRM,Iterum Therapeutics plc Ordinary Share,$0.1701,0.0088,5.456%,8987268.00,Ireland,2018,378632,Health Care,Biotechnology: Pharmaceutical Preparations
IVA,Inventiva S.A. American Depository Shares,$6.08,0.30,5.19%,581627337.00,France,2020,251003,Health Care,Biotechnology: Pharmaceutical Preparations
IX,ORIX Corporation American Depositary Shares,$29.81,0.33,1.119%,34667904494.00,Japan,,725769,Finance,Diversified Financial Services
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),$182.32,1.70,0.941%,11223683012.00,Ireland,2007,745434,Health Care,Biotechnology: Pharmaceutical Preparations
JCI,Johnson Controls International plc Ordinary Share,$133.27,3.57,2.753%,81561834651.00,Switzerland,,2899220,Industrials,Industrial Machinery/Components
JHG,Janus Henderson Group plc Ordinary Shares,$50.74,0.31,0.615%,7817796350.00,United Kingdom,2017,2076904,Finance,Investment Managers
JHX,James Hardie Industries plc. Ordinary Shares,$19.52,0.56,2.954%,11384844800.00,Ireland,2025,6800267,Industrials,Building Materials
KALV,KalVista Pharmaceuticals Inc. Common Stock,$16.60,-0.40,-2.353%,839068464.00,United Kingdom,2015,640232,Health Care,Biotechnology: Pharmaceutical Preparations
KB,KB Financial Group Inc,$102.58,2.19,2.181%,38323961755.00,South Korea,,227532,Finance,Commercial Banks
KEP,Korea Electric Power Corporation Common Stock,$16.14,0.15,0.938%,20722600406.00,South Korea,1994,704562,Utilities,Electric Utilities: Central
KFS,Kingsway Financial Services Inc. Common Stock (DE),$10.39,0.39,3.90%,300755839.00,Canada,,116943,Finance,Property-Casualty Insurers
KGC,Kinross Gold Corporation Common Stock,$27.81,1.27,4.785%,33366438000.00,Canada,2001,17646509,Basic Materials,Precious Metals
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,$9.89,0.74,8.087%,336705851.00,United Kingdom,2013,369535,Consumer Discretionary,Marine Transportation
KT,KT Corporation Common Stock,$21.26,-0.38,-1.756%,10452816864.00,South Korea,,2499917,Telecommunications,Telecommunications Equipment
LAC,Lithium Americas Corp. Common Shares,$3.94,0.23,6.199%,1238342000.00,Canada,2023,9380746,Basic Materials,Metal Mining
LAES,SEALSQ Corp Ordinary Shares,$2.96,0.00,0.00%,568941982.00,Switzerland,,4411349,Technology,Semiconductors
LAFA,LaFayette Acquisition Corp. Ordinary Share,$9.97,0.00,0.00%,0.00,France,2025,11461,,
LAFAR,LaFayette Acquisition Corp. Rights,$0.114,0.0076,7.143%,0.00,France,2025,8400,,
LAFAU,LaFayette Acquisition Corp. Unit,$10.05,-0.02,-0.199%,0.00,France,2025,14575,,
LAR,Lithium Argentina AG Common Shares,$6.27,0.50,8.666%,1017621000.00,Canada,2023,3571022,Basic Materials,Metal Mining
LBTYA,Liberty Global Ltd. Class A Common Shares,$12.08,0.39,3.336%,4047146877.00,United Kingdom,,2101273,Telecommunications,Cable & Other Pay Television Services
LBTYB,Liberty Global Ltd. Class B Common Shares,$13.445,-0.725,-5.116%,4504461073.00,United Kingdom,,11732,Telecommunications,Cable & Other Pay Television Services
LBTYK,Liberty Global Ltd. Class C Common Shares,$11.86,0.49,4.31%,3973440560.00,United Kingdom,,1040184,Telecommunications,Cable & Other Pay Television Services
LEXX,Lexaria Bioscience Corp. Common Stock,$0.73,0.0167,2.341%,18167836.00,Canada,,38634,Health Care,Biotechnology: Pharmaceutical Preparations
LFS,LEIFRAS Co. Ltd. American Depositary Shares  ,$2.41,-0.19,-7.308%,63047092.00,Japan,2025,11260,Consumer Discretionary,Other Consumer Services
LGCB,Linkage Global Inc. Class A Ordinary Shares,$1.44,-0.04,-2.703%,16074032.00,Japan,2023,13031,Consumer Discretionary,Catalog/Specialty Distribution
LGO,Largo Inc. Common Shares,$1.16,0.02,1.754%,96643080.00,Canada,,1075535,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LIQT,LiqTech International Inc. Common Stock,$1.65,0.06,3.774%,16413938.00,Denmark,,8782,Technology,Industrial Machinery/Components
LIVN,LivaNova PLC Ordinary Shares,$63.24,1.05,1.688%,3458587758.00,United Kingdom,,674142,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LOOP,Loop Industries Inc. Common Stock,$1.39,0.04,2.963%,67189201.00,Canada,,13061,Industrials,Major Chemicals
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,$4.29,0.27,6.716%,4290000000.00,South Korea,2004,3228791,Technology,Industrial Machinery/Components
LRE,Lead Real Estate Co. Ltd American Depositary Shares,$1.3574,0.0074,0.548%,18517515.00,Japan,2023,17441,Consumer Discretionary,Homebuilding
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,$8.93,0.20,2.291%,1226097385.00,Canada,,1015415,Technology,Computer Software: Prepackaged Software
LULU,lululemon athletica inc. Common Stock,$164.38,1.56,0.958%,18161141459.00,Canada,2007,2609265,Consumer Discretionary,Apparel
LXFR,Luxfer Holdings PLC Ordinary Shares,$12.12,0.61,5.30%,322882060.00,United Kingdom,2012,249463,Basic Materials,Major Chemicals
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),$71.47,-1.85,-2.523%,23025488328.00,Netherlands,,7211798,Industrials,Major Chemicals
LYG,Lloyds Banking Group Plc American Depositary Shares,$5.03,0.15,3.074%,74549699987.00,United Kingdom,,37954243,Finance,Commercial Banks
LZM,Lifezone Metals Limited Ordinary Shares,$3.25,-0.02,-0.612%,292115103.00,Isle of Man,,368117,Basic Materials,Metal Mining
MANU,Manchester United Ltd. Class A Ordinary Shares,$16.60,0.39,2.406%,2862319059.00,United Kingdom,2012,310911,Consumer Discretionary,Services-Misc. Amusement & Recreation
MDCX,Medicus Pharma Ltd. Common Stock  ,$0.50,-0.009,-1.768%,10485561.00,Canada,,843670,,
MDCXW,Medicus Pharma Ltd. Warrant,$0.77,0.00,0.00%,16147764.00,Canada,,100,,
MDXH,MDxHealth SA Ordinary Shares,$3.19,0.03,0.949%,163852819.00,Belgium,2021,91111,Health Care,Medical Specialities
MEOH,Methanex Corporation Common Stock,$53.86,-2.03,-3.632%,4165506547.00,Canada,,2013229,Industrials,Major Chemicals
MERC,Mercer International Inc. Common Stock,$1.30,0.03,2.362%,87077258.00,Canada,,313363,Basic Materials,Paper
MFC,Manulife Financial Corporation Common Stock,$34.36,0.55,1.627%,57612890957.00,Canada,,2406535,Finance,Life Insurance
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),$7.75,0.16,2.108%,97372806913.00,Japan,,7209913,Finance,Major Banks
MGA,Magna International Inc. Common Stock,$53.78,1.59,3.047%,15155970741.00,Canada,,3189149,Consumer Discretionary,Auto Parts:O.E.M.
MIST,Milestone Pharmaceuticals Inc. Common Shares,$1.26,-0.10,-7.353%,148260769.00,Canada,2019,4234323,Health Care,Biotechnology: Pharmaceutical Preparations
MLEC,Moolec Science SA Ordinary Shares,$7.39,-0.81,-9.878%,5366012.00,Luxembourg,,10896,Finance,Blank Checks
MLECW,Moolec Science SA Warrant,$0.0227,-0.0015,-6.198%,16483.00,Luxembourg,,269060,Finance,Blank Checks
MOLN,Molecular Partners AG American Depositary Shares,$4.51,-0.075,-1.636%,182037558.00,Switzerland,2021,1139,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MREO,Mereo BioPharma Group plc American Depositary Shares,$0.3426,0.0006,0.175%,53152885.00,United Kingdom,,1319936,Health Care,Biotechnology: Pharmaceutical Preparations
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,$1.22,-0.03,-2.40%,9640379.00,Japan,2020,41881,Consumer Discretionary,Other Consumer Services
MRX,Marex Group plc Ordinary Shares,$36.99,1.625,4.595%,2652180115.00,United Kingdom,2024,781560,Finance,Investment Bankers/Brokers/Service
MSLE,Satellos Bioscience Inc. Common Stock,$7.33,0.09,1.243%,113313950.00,Canada,,72461,Health Care,Biotechnology: Pharmaceutical Preparations
MT,Arcelor Mittal NY Registry Shares NEW,$51.65,3.89,8.145%,39312148551.00,Luxembourg,,2998533,Industrials,Steel/Iron Ore
MTD,Mettler-Toledo International Inc. Common Stock,$1239.07,34.59,2.872%,25089315090.00,Switzerland,1997,160395,Industrials,Biotechnology: Laboratory Analytical Instruments
MTLS,Materialise NV American Depositary Shares,$4.94,0.05,1.022%,291791899.00,Belgium,2014,381920,Technology,Computer Software: Prepackaged Software
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,$16.66,0.21,1.277%,197716063927.00,Japan,,4747700,Finance,Commercial Banks
MUX,McEwen Inc. Common Stock,$18.97,0.46,2.485%,1127819597.00,Canada,,1461130,Basic Materials,Precious Metals
MX,Magnachip Semiconductor Corporation Common Stock,$2.75,0.09,3.383%,100212349.00,Luxembourg,2011,223697,Technology,Semiconductors
NAK,Northern Dynasty Minerals Ltd. Common Stock,$1.13,-0.01,-0.877%,624363038.00,Canada,,7012982,Basic Materials,Precious Metals
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,$30.01,1.07,3.697%,3450412414.00,Netherlands,,789925,Health Care,Biotechnology: Pharmaceutical Preparations
NBIS,Nebius Group N.V. Class A Ordinary Shares,$114.15,-3.47,-2.95%,27180123059.00,Netherlands,2011,13470152,Technology,Computer Software: Programming Data Processing
NBTX,Nanobiotix S.A. American Depositary Shares,$30.54,1.51,5.202%,1448416030.00,France,2020,90545,Health Care,Biotechnology: Pharmaceutical Preparations
NCEL,NewcelX Ltd. Ordinary Shares,$2.45,0.08,3.376%,11168026.00,Switzerland,2021,8697,Health Care,Biotechnology: Pharmaceutical Preparations
NCNA,NuCana plc American Depositary Share,$1.66,0.01,0.606%,6906050.00,United Kingdom,2017,37446,Health Care,Biotechnology: Pharmaceutical Preparations
NEON,Neonode Inc. Common Stock,$1.45,0.05,3.571%,24335237.00,Sweden,,112256,Technology,Industrial Machinery/Components
NEWP,New Pacific Metals Corp. Common Shares,$3.58,0.21,6.231%,758197628.00,Canada,2021,981346,Basic Materials,Precious Metals
NEXA,Nexa Resources S.A. Common Shares,$9.60,0.41,4.461%,1271410666.00,Luxembourg,2017,598612,Basic Materials,Metal Mining
NEXM,NexMetals Mining Corp. Common Shares,$2.40,0.06,2.564%,0.00,Canada,,57166,,
NG,Novagold Resources Inc.,$8.13,0.38,4.903%,3308865537.00,Canada,2003,7108287,Basic Materials,Precious Metals
NGEN,NervGen Pharma Corp. Common stock,$3.96,0.04,1.02%,288429728.00,Canada,,51783,,
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,$82.06,0.07,0.085%,81428874653.00,United Kingdom,,1722039,Utilities,Natural Gas Distribution
NGNE,Neurogene Inc. Common Stock ,$19.36,0.31,1.627%,299882528.00,Canada,2014,114859,Health Care,Biotechnology: Pharmaceutical Preparations
NIPG,NIP Group Inc. American Depositary Shares,$0.7751,0.025,3.333%,173899697.00,Sweden,2024,14361,Consumer Discretionary,Services-Misc. Amusement & Recreation
NKLR,Terra Innovatum Global N.V. Ordinary shares,$4.87,-0.24,-4.697%,342365617.00,Italy,,834630,Industrials,Metal Fabrications
NMG,Nouveau Monde Graphite Inc. Common Shares,$2.16,0.14,6.931%,329244923.00,Canada,,695583,Basic Materials,Other Metals and Minerals
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,$65.43,0.81,1.253%,1908482327.00,Greece,2007,256444,Consumer Discretionary,Marine Transportation
NMR,Nomura Holdings Inc ADR American Depositary Shares,$7.82,0.28,3.714%,23117569746.00,Japan,,3882563,Finance,Investment Bankers/Brokers/Service
NNNN,Anbio Biotechnology Class A Ordinary Shares,$22.87,-0.67,-2.846%,3290791744.00,Germany,2025,20352,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NOA,North American Construction Group Ltd. Common Shares (no par),$14.22,0.62,4.559%,405516930.00,Canada,2006,177438,Energy,Oilfield Services/Equipment
NOK,Nokia Corporation Sponsored American Depositary Shares,$8.06,0.08,1.003%,46282451950.00,Finland,1994,45091424,Technology,Radio And Television Broadcasting And Communications Equipment
NOMD,Nomad Foods Limited Ordinary Shares,$9.77,0.02,0.205%,1388181119.00,United Kingdom,2016,1241851,Consumer Staples,Packaged Foods
NTR,Nutrien Ltd. Common Shares,$72.86,-1.87,-2.502%,35216192692.00,Canada,2018,3837503,Industrials,Agricultural Chemicals
NTZ,Natuzzi S.p.A.,$2.91,0.23,8.582%,32052512.00,Italy,1993,5584,Consumer Discretionary,Home Furnishings
NVO,Novo Nordisk A/S Common Stock,$36.82,0.29,0.794%,164401300000.00,Denmark,,15011793,Health Care,Biotechnology: Pharmaceutical Preparations
NVS,Novartis AG Common Stock,$148.09,2.06,1.411%,282578182143.00,Switzerland,,1648411,Health Care,Biotechnology: Pharmaceutical Preparations
NVT,nVent Electric plc Ordinary Shares ,$121.00,4.70,4.041%,19569266112.00,United Kingdom,2018,2659163,Industrials,Industrial Machinery/Components
NWG,NatWest Group plc American Depositary Shares (each representing two (2) Ordinary Shares),$14.35,0.46,3.312%,59029024614.00,United Kingdom,2022,6328433,Finance,Commercial Banks
NXE,Nexgen Energy Ltd. Common Shares,$11.40,0.14,1.243%,7536193052.00,Canada,2017,13408842,Basic Materials,Other Metals and Minerals
NXPI,NXP Semiconductors N.V. Common Stock,$193.39,2.02,1.056%,48868269295.00,Netherlands,2010,2325236,Technology,Semiconductors
NYXH,Nyxoah SA Ordinary Shares,$3.16,0.08,2.597%,118270157.00,Belgium,2021,80510,Health Care,Medical/Dental Instruments
OAKU,Oak Woods Acquisition Corporation Class A Ordinary Shares,$12.20,-0.04,-0.327%,0.00,Canada,2023,288,Finance,Blank Checks
OBE,Obsidian Energy Ltd. Common Shares,$8.77,0.04,0.458%,590281960.00,Canada,2022,1007245,Energy,Oil & Gas Production
OCS,Oculis Holding AG Ordinary shares,$24.60,-0.26,-1.046%,1426417175.00,Switzerland,,249761,Health Care,Biotechnology: Pharmaceutical Preparations
OCSAW,Oculis Holding AG Warrants,$13.26,-0.24,-1.778%,768873648.00,Switzerland,,235,Health Care,Biotechnology: Pharmaceutical Preparations
ODV,Osisko Development Corp. Common Shares,$2.95,0.12,4.24%,872157715.00,Canada,2022,3432300,Basic Materials,Precious Metals
OEC,Orion S.A. Common Shares,$5.21,0.29,5.894%,293185982.00,Luxembourg,2014,486901,Industrials,Major Chemicals
OGI,Organigram Global Inc. Common Shares,$1.36,0.00,0.00%,185418784.00,Canada,,345741,Health Care,Biotechnology: Pharmaceutical Preparations
ONCY,Oncolytics Biotech Inc. Common Shares,$0.9473,-0.0027,-0.284%,101935520.00,Canada,,543168,Health Care,Biotechnology: Pharmaceutical Preparations
ONMD,OneMedNet Corp Class A Common Stock,$0.7993,0.0429,5.672%,40768460.00,United Kingdom,2021,207375,Health Care,Biotechnology: Commercial Physical & Biological Resarch
OPRA,Opera Limited American Depositary Shares,$14.32,-0.04,-0.279%,1281652229.00,Norway,2018,332706,Technology,Computer Software: Prepackaged Software
OR,OR Royalties Inc. Common Shares,$34.36,1.49,4.533%,6461398000.00,Canada,2016,1810778,Basic Materials,Precious Metals
ORIO,Orion Digital Corp. Common Shares,$0.9708,-0.0292,-2.92%,23244398.00,Canada,,34239,Finance,Finance: Consumer Services
OTEX,Open Text Corporation Common Shares,$23.03,0.46,2.038%,5771381954.00,Canada,1996,1824150,Technology,EDP Services
OTLY,Oatly Group AB American Depositary Shares,$9.88,0.20,2.066%,308503000.00,Sweden,2021,102888,Consumer Staples,Packaged Foods
OVV,Ovintiv Inc. (DE),$56.94,-0.03,-0.053%,14420542406.00,Canada,,5136753,Energy,Oil & Gas Production
PAAS,Pan American Silver Corp. Common Stock,$49.14,2.48,5.315%,20731379760.00,Canada,,10519724,Basic Materials,Precious Metals
PAYP,PayPay Corporation American Depository Shares,$24.11,4.21,21.156%,15371841632.00,Japan,2026,5043515,Real Estate,Real Estate
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),$45.14,0.13,0.289%,26236767340.00,Canada,,2491207,Energy,Oil & Gas Production
PBM,Psyence Biomedical Ltd. Common Shares,$2.43,0.03,1.25%,2483890.00,Canada,,15543,Health Care,Biotechnology: Pharmaceutical Preparations
PBMWW,Psyence Biomedical Ltd. Warrant,$0.018,0.00,0.00%,18399.00,Canada,,6448,Health Care,Biotechnology: Pharmaceutical Preparations
PCLA,PicoCELA Inc. American Depositary Shares,$2.30,0.10,4.545%,9553752.00,Japan,2025,18385,Consumer Discretionary,Building Products
PDC,Perpetuals.com Ltd American Depositary Shares,$5.06,-0.09,-1.748%,15435884.00,Japan,2023,8392,Technology,EDP Services
PDS,Precision Drilling Corporation Common Stock,$100.23,1.59,1.612%,1297519346.00,Canada,,152512,Energy,Oil & Gas Production
